episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/cma_E_policy/num_agent_steps_trained,info/learner/cma_E_policy/num_grad_updates_lifetime,info/learner/cma_E_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/saha_policy/num_agent_steps_trained,info/learner/saha_policy/num_grad_updates_lifetime,info/learner/saha_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/cma_E_policy/learner_stats/allreduce_latency,info/learner/cma_E_policy/learner_stats/grad_gnorm,info/learner/cma_E_policy/learner_stats/cur_kl_coeff,info/learner/cma_E_policy/learner_stats/cur_lr,info/learner/cma_E_policy/learner_stats/total_loss,info/learner/cma_E_policy/learner_stats/policy_loss,info/learner/cma_E_policy/learner_stats/vf_loss,info/learner/cma_E_policy/learner_stats/vf_explained_var,info/learner/cma_E_policy/learner_stats/kl,info/learner/cma_E_policy/learner_stats/entropy,info/learner/cma_E_policy/learner_stats/entropy_coeff,info/learner/saha_policy/learner_stats/allreduce_latency,info/learner/saha_policy/learner_stats/grad_gnorm,info/learner/saha_policy/learner_stats/cur_kl_coeff,info/learner/saha_policy/learner_stats/cur_lr,info/learner/saha_policy/learner_stats/total_loss,info/learner/saha_policy/learner_stats/policy_loss,info/learner/saha_policy/learner_stats/vf_loss,info/learner/saha_policy/learner_stats/vf_explained_var,info/learner/saha_policy/learner_stats/kl,info/learner/saha_policy/learner_stats/entropy,info/learner/saha_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,0,0,0,4341,4341,4352,4352,128,128,60.14755176453954,60.14755176453954,4352,128,4341,False,0,34,6a993_00000,2025-07-04_05-13-56,1751577236,2.1280999183654785,73.77683854103088,31404,Royal,127.0.0.1,73.77683854103088,34,4352,4352,4341,4341,nan,nan,nan,nan,0,0,[],[],2092.559,749.327,1342.422,95.35,0.0,4352,4352,4341,4341,27.46666666666667,84.10000000000001,[],[],64.0,1980.5,29.5,,,,0.0,0.4079574371377627,0.05339355468750002,0.00020000000000000006,9.946007506052654,-0.05492114792577922,10.0,-9.5367431640625e-07,0.01739381942352338,3.099444063504537,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4469,4469,4480,4480,128,128,59.705494615482564,59.705494615482564,4480,128,4469,False,0,35,6a993_00000,2025-07-04_05-13-58,1751577238,2.1438562870025635,75.92069482803345,31404,Royal,127.0.0.1,75.92069482803345,35,4480,4480,4469,4469,nan,nan,nan,nan,0,0,[],[],2087.481,745.813,1340.959,95.454,0.0,4480,4480,4469,4469,22.333333333333332,84.3,[],[],64.0,2040.5,29.5,,,,0.0,0.35876776029666263,0.05339355468750002,0.00020000000000000006,9.944203408559163,-0.05696903541684151,10.0,-9.5367431640625e-07,0.021955375090328744,3.1994277517000835,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4597,4597,4608,4608,128,128,63.07028447425973,63.07028447425973,4608,128,4597,False,0,36,6a993_00000,2025-07-04_05-14-00,1751577240,2.029481887817383,77.95017671585083,31404,Royal,127.0.0.1,77.95017671585083,36,4608,4608,4597,4597,nan,nan,nan,nan,0,0,[],[],2059.189,733.904,1324.772,96.62,0.0,4608,4608,4597,4597,21.399999999999995,84.2,[],[],64.0,2100.5,29.5,,,,0.0,0.3748326376080513,0.08009033203124999,0.00020000000000000006,9.948029295603435,-0.05302086222606401,10.0,-9.5367431640625e-07,0.013112118785061,3.189635666211446,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4725,4725,4736,4736,128,128,62.06070649694858,62.06070649694858,4736,128,4725,False,0,37,6a993_00000,2025-07-04_05-14-02,1751577242,2.0634968280792236,80.01367354393005,31404,Royal,127.0.0.1,80.01367354393005,37,4736,4736,4725,4725,nan,nan,nan,nan,0,0,[],[],2066.178,733.672,1331.992,96.097,0.0,4736,4736,4725,4725,25.2,84.13333333333334,[],[],64.0,2160.5,29.5,,,,0.0,0.359187351167202,0.08009033203124999,0.00020000000000000006,9.948050737380981,-0.053175384659941,10.0,-9.5367431640625e-07,0.015308480759192082,3.1436800996462506,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4853,4853,4864,4864,128,128,60.24932744685674,60.24932744685674,4864,128,4853,False,0,38,6a993_00000,2025-07-04_05-14-04,1751577244,2.124505043029785,82.13817858695984,31404,Royal,127.0.0.1,82.13817858695984,38,4864,4864,4853,4853,nan,nan,nan,nan,0,0,[],[],2067.717,731.565,1335.738,95.827,0.0,4864,4864,4853,4853,19.566666666666666,84.16666666666667,[],[],64.0,2220.5,29.5,,,,0.0,0.4037080797056357,0.08009033203124999,0.00020000000000000006,9.94616182645162,-0.05520769505140682,10.0,-9.5367431640625e-07,0.017099574572732243,3.1611287275950115,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,4981,4981,4992,4992,128,128,60.83199793688018,60.83199793688018,4992,128,4981,False,0,39,6a993_00000,2025-07-04_05-14-07,1751577247,2.1041557788848877,84.24233436584473,31404,Royal,127.0.0.1,84.24233436584473,39,4992,4992,4981,4981,nan,nan,nan,nan,0,0,[],[],2077.363,733.224,1343.625,95.265,0.0,4992,4992,4981,4981,29.53333333333333,84.13333333333333,[],[],64.0,2280.5,29.5,,,,0.0,0.3752556301653385,0.08009033203124999,0.00020000000000000006,9.954549471537272,-0.04634993638222416,10.0,-9.5367431640625e-07,0.011229023666205862,3.111855359872182,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5109,5109,5120,5120,128,128,60.431745348507114,60.431745348507114,5120,128,5109,False,0,40,6a993_00000,2025-07-04_05-14-09,1751577249,2.119086265563965,86.36142063140869,31404,Royal,127.0.0.1,86.36142063140869,40,5120,5120,5109,5109,nan,nan,nan,nan,0,0,[],[],2084.079,733.214,1350.25,94.797,0.0,5120,5120,5109,5109,22.133333333333336,84.13333333333333,[],[],64.0,2340.5,29.5,,,,0.0,0.35994586944580076,0.08009033203124999,0.00020000000000000006,9.93924749692281,-0.06267918373147646,10.0,-9.5367431640625e-07,0.02405657654356522,3.244825601577759,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5237,5237,5248,5248,128,128,59.401438280896286,59.401438280896286,5248,128,5237,False,0,41,6a993_00000,2025-07-04_05-14-11,1751577251,2.1558189392089844,88.51723957061768,31404,Royal,127.0.0.1,88.51723957061768,41,5248,5248,5237,5237,nan,nan,nan,nan,0,0,[],[],2095.977,738.762,1356.599,94.354,0.0,5248,5248,5237,5237,29.86666666666667,84.16666666666667,[],[],64.0,2400.5,29.5,,,,0.0,0.3831215533117453,0.120135498046875,0.00020000000000000006,9.941751368840535,-0.06000419619182746,10.0,-9.5367431640625e-07,0.01461247149786118,3.236056363582611,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5365,5365,5376,5376,128,128,61.38338970834393,61.38338970834393,5376,128,5365,False,0,42,6a993_00000,2025-07-04_05-14-13,1751577253,2.085254669189453,90.60249423980713,31404,Royal,127.0.0.1,90.60249423980713,42,5376,5376,5365,5365,nan,nan,nan,nan,0,0,[],[],2104.012,740.191,1363.204,93.896,0.0,5376,5376,5365,5365,25.63333333333333,84.1,[],[],64.0,2460.5,29.5,,,,0.0,0.37830776746074357,0.120135498046875,0.00020000000000000006,9.942641274134319,-0.05948700485751033,10.0,-9.5367431640625e-07,0.017715923168968098,3.254376029968262,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5493,5493,5504,5504,128,128,62.86624876125468,62.86624876125468,5504,128,5493,False,0,43,6a993_00000,2025-07-04_05-14-15,1751577255,2.0360686779022217,92.63856291770935,31404,Royal,127.0.0.1,92.63856291770935,43,5504,5504,5493,5493,nan,nan,nan,nan,0,0,[],[],2098.684,736.616,1361.4,94.021,0.0,5504,5504,5493,5493,27.266666666666666,84.16666666666667,[],[],64.0,2520.5,29.5,,,,0.0,0.39372802525758743,0.120135498046875,0.00020000000000000006,9.93299059867859,-0.07019918376269439,10.0,-9.5367431640625e-07,0.026552378513089298,3.0950348416964215,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5621,5621,5632,5632,128,128,61.32758185231212,61.32758185231212,5632,128,5621,False,0,44,6a993_00000,2025-07-04_05-14-17,1751577257,2.0871522426605225,94.72571516036987,31404,Royal,127.0.0.1,94.72571516036987,44,5632,5632,5621,5621,nan,nan,nan,nan,0,0,[],[],2094.589,740.069,1353.967,94.537,0.0,5632,5632,5621,5621,26.633333333333336,84.36666666666667,[],[],64.0,2580.5,29.5,,,,0.0,0.4034419779976209,0.18020324707031257,0.00020000000000000006,9.945259714126587,-0.05879525595034162,10.0,-9.5367431640625e-07,0.02250262163812806,3.148145627975464,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5749,5749,5760,5760,128,128,56.07429154717551,56.07429154717551,5760,128,5749,False,0,45,6a993_00000,2025-07-04_05-14-20,1751577260,2.2826859951019287,97.0084011554718,31404,Royal,127.0.0.1,97.0084011554718,45,5760,5760,5749,5749,nan,nan,nan,nan,0,0,[],[],2108.472,744.135,1363.683,93.863,0.0,5760,5760,5749,5749,28.96666666666667,84.76666666666667,[],[],64.0,2640.5,29.5,,,,0.0,0.3600836915274461,0.2703048706054687,0.00020000000000000006,9.962061134974162,-0.041174830154826245,10.0,-9.5367431640625e-07,0.011971409519052638,3.1856126189231873,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,5877,5877,5888,5888,128,128,59.469553793563335,59.469553793563335,5888,128,5877,False,0,46,6a993_00000,2025-07-04_05-14-22,1751577262,2.1523618698120117,99.16076302528381,31404,Royal,127.0.0.1,99.16076302528381,46,5888,5888,5877,5877,nan,nan,nan,nan,0,0,[],[],2120.76,743.079,1376.875,92.964,0.0,5888,5888,5877,5877,23.599999999999998,84.7,[],[],64.0,2700.5,29.5,,,,0.0,0.39418860450387,0.2703048706054687,0.00020000000000000006,9.950082540512085,-0.05262367424244682,10.0,-9.5367431640625e-07,0.010011535095448684,3.1827547709147135,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6005,6005,6016,6016,128,128,57.09682205841314,57.09682205841314,6016,128,6005,False,0,47,6a993_00000,2025-07-04_05-14-24,1751577264,2.2418060302734375,101.40256905555725,31404,Royal,127.0.0.1,101.40256905555725,47,6016,6016,6005,6005,nan,nan,nan,nan,0,0,[],[],2138.691,754.71,1383.176,92.541,0.0,6016,6016,6005,6005,34.125,84.7,[],[],64.0,2760.5,29.5,,,,0.0,0.3725200648109118,0.2703048706054687,0.00020000000000000006,9.95203317006429,-0.051456403786626956,10.0,-9.5367431640625e-07,0.012909805318243647,3.2176456848780313,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6133,6133,6144,6144,128,128,65.68310546092427,65.68310546092427,6144,128,6133,False,0,48,6a993_00000,2025-07-04_05-14-26,1751577266,1.9497222900390625,103.35229134559631,31404,Royal,127.0.0.1,103.35229134559631,48,6144,6144,6133,6133,nan,nan,nan,nan,0,0,[],[],2121.116,735.028,1385.282,92.4,0.0,6144,6144,6133,6133,27.0,84.25,[],[],64.0,2820.5,29.5,,,,0.0,0.4023062467575073,0.2703048706054687,0.00020000000000000006,9.94770860671997,-0.05651331443029146,10.0,-9.5367431640625e-07,0.01561884513764209,3.1454631686210632,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6261,6261,6272,6272,128,128,61.61855097773819,61.61855097773819,6272,128,6261,False,0,49,6a993_00000,2025-07-04_05-14-28,1751577268,2.0783019065856934,105.430593252182,31404,Royal,127.0.0.1,105.430593252182,49,6272,6272,6261,6261,nan,nan,nan,nan,0,0,[],[],2118.43,740.55,1377.075,92.951,0.0,6272,6272,6261,6261,22.266666666666666,84.13333333333334,[],[],64.0,2880.5,29.5,,,,0.0,0.35116147324442865,0.2703048706054687,0.00020000000000000006,9.950896962483723,-0.05218165273157259,10.0,-9.5367431640625e-07,0.011389441542996792,3.1695313572883608,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6389,6389,6400,6400,128,128,60.20746312443535,60.20746312443535,6400,128,6389,False,0,50,6a993_00000,2025-07-04_05-14-30,1751577270,2.1259822845458984,107.5565755367279,31404,Royal,127.0.0.1,107.5565755367279,50,6400,6400,6389,6389,nan,nan,nan,nan,0,0,[],[],2119.219,736.488,1381.927,92.624,0.0,6400,6400,6389,6389,27.333333333333332,84.10000000000001,[],[],64.0,2940.5,29.5,,,,0.0,0.34897205730279285,0.2703048706054687,0.00020000000000000006,9.96169924736023,-0.041279679412643114,10.0,-9.5367431640625e-07,0.01102062387785736,3.117565949757894,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6517,6517,6528,6528,128,128,65.68742105214217,65.68742105214217,6528,128,6517,False,0,51,6a993_00000,2025-07-04_05-14-32,1751577272,1.948622703552246,109.50519824028015,31404,Royal,127.0.0.1,109.50519824028015,51,6528,6528,6517,6517,nan,nan,nan,nan,0,0,[],[],2098.598,717.095,1380.799,92.7,0.0,6528,6528,6517,6517,39.6,84.36666666666667,[],[],64.0,3000.5,29.5,,,,0.0,0.37152610048651696,0.2703048706054687,0.00020000000000000006,9.936534945170084,-0.06878957717369,10.0,-9.5367431640625e-07,0.019698386098025367,3.172492496172587,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6645,6645,6656,6656,128,128,61.30840667273503,61.30840667273503,6656,128,6645,False,0,52,6a993_00000,2025-07-04_05-14-35,1751577275,2.0878050327301025,111.59300327301025,31404,Royal,127.0.0.1,111.59300327301025,52,6656,6656,6645,6645,nan,nan,nan,nan,0,0,[],[],2098.853,720.083,1377.968,92.89,0.0,6656,6656,6645,6645,31.400000000000002,84.13333333333334,[],[],64.0,3060.5,29.5,,,,0.0,0.3566385249296824,0.2703048706054687,0.00020000000000000006,9.952922709782918,-0.05028404400218278,10.0,-9.5367431640625e-07,0.01186357249794791,3.2053940296173096,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6773,6773,6784,6784,128,128,57.53570638202971,57.53570638202971,6784,128,6773,False,0,53,6a993_00000,2025-07-04_05-14-37,1751577277,2.224705457687378,113.81770873069763,31404,Royal,127.0.0.1,113.81770873069763,53,6784,6784,6773,6773,nan,nan,nan,nan,0,0,[],[],2117.717,729.426,1387.339,92.263,0.0,6784,6784,6773,6773,20.266666666666666,84.1,[],[],64.0,3120.5,29.5,,,,0.0,0.3603503497938315,0.2703048706054687,0.00020000000000000006,9.94270207087199,-0.06180183927839001,10.0,-9.5367431640625e-07,0.016662431193617523,3.279256018002828,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,6901,6901,6912,6912,128,128,60.108857003257185,60.108857003257185,6912,128,6901,False,0,54,6a993_00000,2025-07-04_05-14-39,1751577279,2.129469871520996,115.94717860221863,31404,Royal,127.0.0.1,115.94717860221863,54,6912,6912,6901,6901,nan,nan,nan,nan,0,0,[],[],2121.949,728.915,1392.088,91.948,0.0,6912,6912,6901,6901,26.2,84.0,[],[],64.0,3180.5,29.5,,,,0.0,0.35901293307542803,0.2703048706054687,0.00020000000000000006,9.943472146987915,-0.060593730521698794,10.0,-9.5367431640625e-07,0.015041821527209114,3.2962801019350687,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7029,7029,7040,7040,128,128,57.63947619421852,57.63947619421852,7040,128,7029,False,0,55,6a993_00000,2025-07-04_05-14-41,1751577281,2.22170090675354,118.16887950897217,31404,Royal,127.0.0.1,118.16887950897217,55,7040,7040,7029,7029,nan,nan,nan,nan,0,0,[],[],2115.75,733.983,1380.921,92.692,0.0,7040,7040,7029,7029,31.900000000000002,84.03333333333333,[],[],64.0,3240.5,29.5,,,,0.0,0.3266683985789617,0.2703048706054687,0.00020000000000000006,9.959990803400675,-0.04223600473875801,10.0,-9.5367431640625e-07,0.00823816104494218,3.304354524612427,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7157,7157,7168,7168,128,128,66.86155980566878,66.86155980566878,7168,128,7157,False,0,56,6a993_00000,2025-07-04_05-14-43,1751577283,1.9144034385681152,120.08328294754028,31404,Royal,127.0.0.1,120.08328294754028,56,7168,7168,7157,7157,nan,nan,nan,nan,0,0,[],[],2091.954,724.75,1366.411,93.676,0.0,7168,7168,7157,7157,35.666666666666664,84.13333333333333,[],[],64.0,3300.5,29.5,,,,0.0,0.34666464577118555,0.2703048706054687,0.00020000000000000006,9.946677128473917,-0.05642419938618938,10.0,-9.5367431640625e-07,0.01147279822333805,3.3261922200520835,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7285,7285,7296,7296,128,128,59.188019845653,59.188019845653,7296,128,7285,False,0,57,6a993_00000,2025-07-04_05-14-45,1751577285,2.162599802017212,122.2458827495575,31404,Royal,127.0.0.1,122.2458827495575,57,7296,7296,7285,7285,nan,nan,nan,nan,0,0,[],[],2083.933,721.999,1361.04,94.046,0.0,7296,7296,7285,7285,33.1,84.3,[],[],64.0,3360.5,29.5,,,,0.0,0.35213103468219437,0.2703048706054687,0.00020000000000000006,9.954776906967163,-0.048507557188471155,10.0,-9.5367431640625e-07,0.012150695269045168,3.254854456583659,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7413,7413,7424,7424,128,128,58.52766887657199,58.52766887657199,7424,128,7413,False,0,58,6a993_00000,2025-07-04_05-14-48,1751577288,2.186999797821045,124.43288254737854,31404,Royal,127.0.0.1,124.43288254737854,58,7424,7424,7413,7413,nan,nan,nan,nan,0,0,[],[],2107.758,746.535,1360.228,94.102,0.0,7424,7424,7413,7413,32.9,84.2,[],[],64.0,3420.5,29.5,,,,0.0,0.33933114012082416,0.2703048706054687,0.00020000000000000006,9.964058589935302,-0.038372064894065264,10.0,-9.5367431640625e-07,0.008992307880544104,3.312364335854848,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7541,7541,7552,7552,128,128,58.782306235072326,58.782306235072326,7552,128,7541,False,0,59,6a993_00000,2025-07-04_05-14-50,1751577290,2.178525686264038,126.61140823364258,31404,Royal,127.0.0.1,126.61140823364258,59,7552,7552,7541,7541,nan,nan,nan,nan,0,0,[],[],2117.781,742.799,1373.989,93.159,0.0,7552,7552,7541,7541,24.8,84.125,[],[],64.0,3480.5,29.5,,,,0.0,0.33369378770391145,0.2703048706054687,0.00020000000000000006,9.940689373016358,-0.06295037247861425,10.0,-9.5367431640625e-07,0.013465203448625592,3.349581408500671,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7669,7669,7680,7680,128,128,60.31899590675969,60.31899590675969,7680,128,7669,False,0,60,6a993_00000,2025-07-04_05-14-52,1751577292,2.122051239013672,128.73345947265625,31404,Royal,127.0.0.1,128.73345947265625,60,7680,7680,7669,7669,nan,nan,nan,nan,0,0,[],[],2117.388,748.538,1367.857,93.577,0.0,7680,7680,7669,7669,34.699999999999996,83.76666666666667,[],[],64.0,3540.5,29.5,,,,0.0,0.3250955400367578,0.2703048706054687,0.00020000000000000006,9.958068911234538,-0.04424174656160176,10.0,-9.5367431640625e-07,0.008547909076292074,3.373528552055359,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7797,7797,7808,7808,128,128,58.27902369042034,58.27902369042034,7808,128,7797,False,0,61,6a993_00000,2025-07-04_05-14-54,1751577294,2.1973307132720947,130.93079018592834,31404,Royal,127.0.0.1,130.93079018592834,61,7808,7808,7797,7797,nan,nan,nan,nan,0,0,[],[],2142.159,770.286,1370.779,93.378,0.0,7808,7808,7797,7797,26.833333333333332,83.56666666666666,[],[],64.0,3600.5,29.5,,,,0.0,0.328250207255284,0.2703048706054687,0.00020000000000000006,9.97305858929952,-0.028707888986294467,10.0,-9.5367431640625e-07,0.006535012244254308,3.335725549856822,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,7925,7925,7936,7936,128,128,58.59077587819443,58.59077587819443,7936,128,7925,False,0,62,6a993_00000,2025-07-04_05-14-56,1751577296,2.1866414546966553,133.117431640625,31404,Royal,127.0.0.1,133.117431640625,62,7936,7936,7925,7925,nan,nan,nan,nan,0,0,[],[],2151.843,772.926,1377.922,92.894,0.0,7936,7936,7925,7925,30.166666666666668,83.63333333333333,[],[],64.0,3660.5,29.5,,,,0.0,0.35747031519810357,0.2703048706054687,0.00020000000000000006,9.937660471598308,-0.06650225178649029,10.0,-9.5367431640625e-07,0.015399892993688507,3.296226477622986,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,8053,8053,8064,8064,128,128,57.103320170530026,57.103320170530026,8064,128,8053,False,0,63,6a993_00000,2025-07-04_05-14-59,1751577299,2.241550922393799,135.3589825630188,31404,Royal,127.0.0.1,135.3589825630188,63,8064,8064,8053,8053,nan,nan,nan,nan,0,0,[],[],2153.527,773.128,1379.505,92.787,0.0,8064,8064,8053,8053,37.36666666666667,83.76666666666667,[],[],64.0,3720.5,29.5,,,,0.0,0.35727017348011336,0.2703048706054687,0.00020000000000000006,9.93903079032898,-0.06487543154507876,10.0,-9.5367431640625e-07,0.014450866016200336,3.3282787640889486,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,8181,8181,8192,8192,128,128,58.98357434338079,58.98357434338079,8192,128,8181,False,0,64,6a993_00000,2025-07-04_05-15-01,1751577301,2.170095682144165,137.52907824516296,31404,Royal,127.0.0.1,137.52907824516296,64,8192,8192,8181,8181,nan,nan,nan,nan,0,0,[],[],2157.59,776.771,1380.018,92.752,0.0,8192,8192,8181,8181,36.300000000000004,84.0,[],[],64.0,3780.5,29.5,,,,0.0,0.3922134516139825,0.2703048706054687,0.00020000000000000006,9.937188227971395,-0.0677599074319005,10.0,-9.5367431640625e-07,0.018306028950610197,3.212351163228353,0.0,,,,,,,,,,,
nan,nan,nan,nan,0,0,0,0,0,8309,8309,8320,8320,128,128,60.22911773977682,60.22911773977682,8320,128,8309,False,0,65,6a993_00000,2025-07-04_05-15-03,1751577303,2.125217914581299,139.65429615974426,31404,Royal,127.0.0.1,139.65429615974426,65,8320,8320,8309,8309,nan,nan,nan,nan,0,0,[],[],2148.042,758.996,1388.141,92.21,0.0,8320,8320,8309,8309,29.2,84.13333333333334,[],[],64.0,3840.5,29.5,,,,0.0,0.3633078450957934,0.2703048706054687,0.00020000000000000006,9.949378172556559,-0.05386147157599529,10.0,-9.5367431640625e-07,0.011985221719710873,3.2220917383829755,0.0,,,,,,,,,,,
